pm10,pm2_5,so2,co,o3,no2,kualitas
0.7083333333333333,0.5760000000000001,0.6000000000000001,0.3541666666666667,0.13253012048192775,0.6521739130434782,1.0
0.5,0.34400000000000003,0.56,0.14583333333333331,0.21084337349397592,0.5434782608695652,0.0
0.41666666666666663,0.26399999999999996,0.56,0.3125,0.1987951807228916,0.5652173913043478,0.0
0.5833333333333333,0.456,0.6000000000000001,0.125,0.1506024096385542,0.5434782608695652,0.0
0.5694444444444444,0.424,0.6000000000000001,0.20833333333333331,0.21084337349397592,0.5434782608695652,0.0
0.5138888888888888,0.432,0.6000000000000001,0.22916666666666669,0.16265060240963858,0.5217391304347826,0.0
0.5138888888888888,0.48000000000000004,0.6000000000000001,0.1875,0.20481927710843373,0.5434782608695652,0.0
0.5833333333333333,0.44,0.6000000000000001,0.25,0.1807228915662651,0.608695652173913,0.0
0.7083333333333333,0.6160000000000001,0.6000000000000001,0.25,0.1987951807228916,0.5869565217391304,1.0
0.6527777777777778,0.536,0.48,0.3541666666666667,0.1566265060240964,0.8260869565217391,1.0
0.41666666666666663,0.38399999999999995,0.6000000000000001,0.2916666666666667,0.13253012048192775,0.7391304347826086,0.0
0.38888888888888884,0.36000000000000004,0.6000000000000001,0.1875,0.1927710843373494,0.6304347826086956,0.0
0.5,0.432,0.56,0.2916666666666667,0.09638554216867472,0.7608695652173912,0.0
0.26388888888888884,0.25600000000000006,0.6000000000000001,0.4166666666666667,0.08433734939759037,0.6304347826086956,0.0
0.29166666666666663,0.25600000000000006,0.6000000000000001,0.2708333333333333,0.09638554216867472,0.5652173913043478,0.0
0.19444444444444442,0.176,0.56,0.0625,0.10240963855421688,0.34782608695652173,0.0
0.33333333333333337,0.24800000000000005,0.56,0.125,0.07831325301204821,0.3695652173913043,0.0
0.3194444444444444,0.24800000000000005,0.56,0.0625,0.09036144578313253,0.23913043478260868,0.0
0.06944444444444442,0.15999999999999998,0.6000000000000001,0.0625,0.08433734939759037,0.3695652173913043,0.0
0.45833333333333326,0.34400000000000003,0.6000000000000001,0.10416666666666669,0.07831325301204821,0.5217391304347826,0.0
